安德列-戈麦斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=120250,188cm,84kg,Portugal,1993-07-30,中场
威廉姆斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=169527,185cm,80kg,英格兰,1996-12-08,
西奥.沃尔科特,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=20467,176cm,68kg,英格兰,1989-03-16,
凯文·米拉拉斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=26901,182cm,72kg,比利时,1987-10-05,前锋
岑克.托松,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=66838,183cm,78kg,土耳其,1991-06-07,前锋
尼亚斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=113688,182cm,75kg,,1990-04-18,
卡尔维特.勒温,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=177815,176cm,71kg,,1997-03-16,
塔拉沙伊,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=179141,176cm,76kg,,1995-02-07,前锋
莱顿.贝恩斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=12745,170cm,74kg,英格兰,1984-12-11,后卫
措科·马蒂纳,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=56192,185cm,77kg,Cura?ao,1989-09-25,
塞姆斯.科莱曼,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=59949,177cm,67kg,爱尔兰,1988-10-11,后卫
迪涅,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=101188,178cm,74kg,法国,1993-07-20,后卫
迈克尔-基恩,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=106611,191cm,82kg,英格兰,1993-01-11,
马修·彭宁顿,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=114093,185cm,77kg,英格兰,1994-10-06,
冈萨雷斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=164511,195cm,94kg,,1994-09-23,后卫
马尔滕.斯特克伦堡,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=10318,197cm,92kg,荷兰,1982-09-22,
乔纳斯·洛斯尔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=57513,195cm,89kg,丹麦,1989-02-01,
乔丹-皮克福德,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=111234,185cm,77kg,英格兰,1994-03-07,
安迪·金,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=13152,184cm,79kg,威尔士,1988-10-29,中场
席尔瓦,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=46483,175cm,69kg,葡萄牙,1989-03-15,中场
马克.阿尔布莱顿,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=51938,175cm,74kg,英格兰,1989-11-18,
詹姆斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=61604,181cm,86kg,英格兰,1991-07-22,
南帕利斯.门迪,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=86881,167cm,73kg,法国,1992-06-23,
拉奇德·格扎尔,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=115858,182cm,70kg,法国,1992-05-09,
丹尼尔.阿马尔泰,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=155569,186cm,79kg,加纳,1994-12-21,
卡普茨卡,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=165911,179cm,62kg,,1996-12-23,中场
约埃里·蒂耶莱曼斯,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=166989,176cm,72kg,比利时,1997-05-07,
德马莱-格雷,http://soccer.stats.qq.com/player.htm?type=yingchao&t1=172632,180cm,74kg,,1996-06-28,
