波斯蒂戈,http://soccer.stats.qq.com/player.htm?type=xijia&t1=90400,184cm,78kg,西班牙,1988-11-04,
伊万-洛佩斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=105525,175cm,69kg,西班牙,1993-08-23,
卡洛斯-克莱尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=108145,182cm,72kg,西班牙,1992-02-21,
鲁本-维佐,http://soccer.stats.qq.com/player.htm?type=xijia&t1=116206,182cm,80kg,葡萄牙,1994-04-25,
奥耶尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=49442,190cm,86kg,西班牙,1989-09-14,
埃托尔.费尔南德斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=80993,182cm,78kg,西班牙,1991-05-03,
塞维利亚,http://soccer.stats.qq.com/player.htm?type=xijia&t1=55354,178cm,71kg,西班牙,1984-03-18,
巴勃罗·查瓦里亚,http://soccer.stats.qq.com/player.htm?type=xijia&t1=85659,185cm,80kg,阿根廷,1988-01-02,
阿布当-普拉茨,http://soccer.stats.qq.com/player.htm?type=xijia&t1=92187,181cm,79kg,西班牙,1992-12-17,
塞尔吉奥.布埃纳卡萨,http://soccer.stats.qq.com/player.htm?type=xijia&t1=193511,182cm,kg,西班牙,1996-04-19,
萨尔瓦-鲁伊斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=147263,176cm,68kg,西班牙,1995-05-17,
弗兰.梅里达,http://soccer.stats.qq.com/player.htm?type=xijia&t1=38519,177cm,74kg,西班牙,1990-03-04,
伊尼戈.佩雷斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=78874,178cm,74kg,西班牙,1988-01-18,
罗伯特-托雷斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=90402,178cm,72kg,西班牙,1989-03-07,
鲁文-加西亚,http://soccer.stats.qq.com/player.htm?type=xijia&t1=130026,171cm,72kg,西班牙,1993-07-14,
希斯科.纳达尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=20085,188cm,86kg,西班牙,1986-06-26,
布兰东,http://soccer.stats.qq.com/player.htm?type=xijia&t1=141115,173cm,71kg,西班牙,1995-02-04,
卡斯特拉诺,http://soccer.stats.qq.com/player.htm?type=xijia&t1=51949,176cm,70kg,西班牙,1989-03-27,
奥耶.圣胡尔霍,http://soccer.stats.qq.com/player.htm?type=xijia&t1=56916,178cm,72kg,西班牙,1986-05-25,
乌纳-加西亚,http://soccer.stats.qq.com/player.htm?type=xijia&t1=163711,182cm,76kg,西班牙,1992-02-03,
鲁本.马丁内斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=71679,188cm,79kg,西班牙,1984-06-22,
华金.桑切斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=10316,179cm,75kg,西班牙,1981-07-21,
弗兰西斯科·贾维尔·加西亚·费尔南德斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=19534,187cm,82kg,西班牙,1987-02-08,
何塞.瓜尔达多,http://soccer.stats.qq.com/player.htm?type=xijia&t1=37064,169cm,60kg,墨西哥,1986-09-28,中场
里亚德.鲍德鲍斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=55264,177cm,70kg,阿尔及利亚,1990-02-19,中场
塞尔吉奥.卡纳莱斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=56448,176cm,65kg,西班牙,1991-02-16,
达科.布拉萨纳奇,http://soccer.stats.qq.com/player.htm?type=xijia&t1=84700,178cm,73kg,塞尔维亚,1992-02-12,
卡瓦略,http://soccer.stats.qq.com/player.htm?type=xijia&t1=96122,187cm,79kg,葡萄牙,1992-04-07,中场
乾贵士,http://soccer.stats.qq.com/player.htm?type=xijia&t1=103263,169cm,59kg,日本,1988-06-02,中场
维克多·卡马拉萨,http://soccer.stats.qq.com/player.htm?type=xijia&t1=175946,183cm,76kg,西班牙,1994-05-28,
胡安.吉梅内斯,http://soccer.stats.qq.com/player.htm?type=xijia&t1=80287,172cm,69kg,西班牙,1993-05-20,
特略,http://soccer.stats.qq.com/player.htm?type=xijia&t1=86169,178cm,65kg,西班牙,1991-08-11,
巴拉甘　,http://soccer.stats.qq.com/player.htm?type=xijia&t1=20399,182cm,76kg,西班牙,1987-06-12,
西德内.雷歇尔,http://soccer.stats.qq.com/player.htm?type=xijia&t1=53142,185cm,80kg,巴西,1989-08-23,
马克·巴尔特拉,http://soccer.stats.qq.com/player.htm?type=xijia&t1=81138,181cm,70kg,西班牙,1991-01-15,后卫
艾萨·曼迪,http://soccer.stats.qq.com/player.htm?type=xijia&t1=86813,184cm,78kg,法国,1991-10-22,后卫
